clim1,clim2,trait1,trait2,growth
0.0008831711602397263,0.015822883695364,0.0156710185110569,0.08985456824302673,-0.07551196217536926
0.0008831711602397263,0.4740638416260481,0.0156710185110569,0.08985456824302673,-0.0675847977399826
0.0008831711602397263,0.9323047995567322,0.0156710185110569,0.08985456824302673,-0.09864172339439392
0.38099948028684594,0.015822883695364,0.0156710185110569,0.08985456824302673,-0.07672730088233948
0.38099948028684594,0.4740638416260481,0.0156710185110569,0.08985456824302673,-0.1216089278459549
0.38099948028684594,0.9323047995567322,0.0156710185110569,0.08985456824302673,-0.1609521359205246
0.7611157894134521,0.015822883695364,0.0156710185110569,0.08985456824302673,-0.1343478560447693
0.7611157894134521,0.4740638416260481,0.0156710185110569,0.08985456824302673,-0.18210436403751373
0.7611157894134521,0.9323047995567322,0.0156710185110569,0.08985456824302673,-0.21586082875728607
0.0008831711602397263,0.015822883695364,0.06451459032924552,0.08985456824302673,-0.0721873790025711
0.0008831711602397263,0.4740638416260481,0.06451459032924552,0.08985456824302673,-0.06345129013061523
0.0008831711602397263,0.9323047995567322,0.06451459032924552,0.08985456824302673,-0.09850010275840759
0.38099948028684594,0.015822883695364,0.06451459032924552,0.08985456824302673,-0.07640625536441803
0.38099948028684594,0.4740638416260481,0.06451459032924552,0.08985456824302673,-0.12095877528190613
0.38099948028684594,0.9323047995567322,0.06451459032924552,0.08985456824302673,-0.1610296219587326
0.7611157894134521,0.015822883695364,0.06451459032924552,0.08985456824302673,-0.13364963233470917
0.7611157894134521,0.4740638416260481,0.06451459032924552,0.08985456824302673,-0.1831209808588028
0.7611157894134521,0.9323047995567322,0.06451459032924552,0.08985456824302673,-0.2158665806055069
0.0008831711602397263,0.015822883695364,0.11335816214743413,0.08985456824302673,-0.06886294484138489
0.0008831711602397263,0.4740638416260481,0.11335816214743413,0.08985456824302673,-0.05931792035698891
0.0008831711602397263,0.9323047995567322,0.11335816214743413,0.08985456824302673,-0.0983584076166153
0.38099948028684594,0.015822883695364,0.11335816214743413,0.08985456824302673,-0.07577313482761383
0.38099948028684594,0.4740638416260481,0.11335816214743413,0.08985456824302673,-0.12030862271785736
0.38099948028684594,0.9323047995567322,0.11335816214743413,0.08985456824302673,-0.16110046207904816
0.7611157894134521,0.015822883695364,0.11335816214743413,0.08985456824302673,-0.1329513043165207
0.7611157894134521,0.4740638416260481,0.11335816214743413,0.08985456824302673,-0.18413768708705902
0.7611157894134521,0.9323047995567322,0.11335816214743413,0.08985456824302673,-0.21587209403514862
0.0008831711602397263,0.015822883695364,0.16220173396562276,0.08985456824302673,-0.06553848087787628
0.0008831711602397263,0.4740638416260481,0.16220173396562276,0.08985456824302673,-0.0554664321243763
0.0008831711602397263,0.9323047995567322,0.16220173396562276,0.08985456824302673,-0.09821681678295135
0.38099948028684594,0.015822883695364,0.16220173396562276,0.08985456824302673,-0.0751400738954544
0.38099948028684594,0.4740638416260481,0.16220173396562276,0.08985456824302673,-0.1196584552526474
0.38099948028684594,0.9323047995567322,0.16220173396562276,0.08985456824302673,-0.16117121279239655
0.7611157894134521,0.015822883695364,0.16220173396562276,0.08985456824302673,-0.13225308060646057
0.7611157894134521,0.4740638416260481,0.16220173396562276,0.08985456824302673,-0.1851542592048645
0.7611157894134521,0.9323047995567322,0.16220173396562276,0.08985456824302673,-0.21587775647640228
0.0008831711602397263,0.015822883695364,0.21104530578381137,0.08985456824302673,-0.06221400573849678
0.0008831711602397263,0.4740638416260481,0.21104530578381137,0.08985456824302673,-0.05192079022526741
0.0008831711602397263,0.9323047995567322,0.21104530578381137,0.08985456824302673,-0.09807504713535309
0.38099948028684594,0.015822883695364,0.21104530578381137,0.08985456824302673,-0.07450693845748901
0.38099948028684594,0.4740638416260481,0.21104530578381137,0.08985456824302673,-0.1190081238746643
0.38099948028684594,0.9323047995567322,0.21104530578381137,0.08985456824302673,-0.16124193370342255
